Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Harry Lee,Salisbury,921,Left Back,Right Wing Back,England,19.0,,0,0,19,29,18,0,55,54,0,16,0,74,50,0,77,48,0,76,75,0,49,32,7,27,20,39,10,23,0,59,75,53,53,74,74,52,46,27,92,41,42,74,35,39,24,37,41,47,46,37,14,34,100,56,52,98,60,99,41,44,42,52,41,17,100,100,31,3,25,66,1,76,57,38,6,43,44,57,10,19,15,62,84,31,52,47,72,74,54,50,0,61,49,16,61,93,3,41,80,16,48,72,80,5,3,73,44,53
Harry Parsons,Chippenham Town,1197,Centre Attacking Midfielder,Right Centre Forward,England,23.0,185.0,97,90,81,48,91,71,41,7,99,84,0,45,59,0,49,66,0,0,0,78,70,84,80,40,43,40,59,36,0,4,24,12,15,7,4,74,61,0,64,89,92,45,30,18,19,29,19,26,5,37,7,29,100,77,75,91,99,99,85,89,84,99,87,51,100,100,21,22,15,72,62,6,10,91,87,99,85,25,69,65,21,22,9,67,63,74,0,87,82,82,0,71,32,61,92,23,70,71,16,68,82,28,47,53,76,75,28,55
Harry Perritt,Alfreton Town,2332,Right Back,Right Wing Back,England,25.0,185.0,0,0,34,52,27,0,20,65,0,26,0,26,25,0,23,23,0,74,63,0,23,22,22,13,11,20,29,44,0,62,82,56,37,79,64,38,42,82,73,28,85,87,66,57,84,37,32,74,40,66,80,59,9,39,13,79,35,97,27,31,29,33,32,64,100,100,17,2,62,24,20,79,78,59,15,86,28,40,5,7,4,69,13,24,70,66,78,36,24,34,0,67,49,58,27,93,3,43,80,22,32,90,80,14,38,5,88,82
Harry Phipps,Eastbourne Borough,1070,Centre Back,Right Centre Back,England,27.0,174.0,75,77,55,56,50,92,50,69,0,42,0,17,24,0,18,25,0,0,0,60,35,36,86,14,12,20,29,8,0,71,85,60,62,91,94,50,60,88,95,15,27,99,87,74,98,90,79,64,92,88,80,96,100,46,57,99,49,99,12,23,14,19,3,100,100,100,72,26,84,52,46,90,89,48,31,51,12,34,33,29,24,89,67,22,26,29,0,38,69,61,65,100,0,0,77,90,15,16,86,14,27,89,59,26,97,0,88,79
Harry Ransom,Worthing FC,3062,Left Centre Back,Centre Back,England,26.0,190.0,49,51,36,82,18,92,94,86,0,51,0,23,21,0,24,22,0,0,0,33,23,15,60,6,8,0,100,11,0,80,92,53,78,93,99,10,8,93,57,12,16,98,22,32,76,45,64,87,18,84,97,94,100,11,27,53,30,98,13,15,19,21,9,82,7,100,96,80,90,74,59,95,88,28,55,22,7,51,65,52,88,90,80,25,30,32,0,39,31,26,55,69,24,27,42,71,67,14,81,22,25,77,85,26,20,84,74,83
Harry Sidwell,Dorking Wanderers FC,459,Centre Defensive Midfielder,Left Centre Midfielder,England,19.0,182.0,0,0,35,11,55,0,78,35,0,31,0,31,20,0,33,21,0,0,0,0,28,38,19,15,0,31,0,55,0,20,62,36,55,67,66,74,77,48,84,39,94,88,72,50,98,65,57,30,0,90,97,80,100,73,75,93,98,99,32,45,34,71,15,39,100,100,39,20,77,10,82,60,73,35,4,6,34,49,23,23,22,43,15,43,57,54,72,0,0,12,89,41,49,100,0,85,11,43,56,79,20,81,45,89,91,1,88,61
Harry Sidwell,Dagenham & Redbridge,1405,Centre Defensive Midfielder,Right Defensive Midfielder,England,19.0,182.0,0,0,28,10,47,0,80,40,0,30,0,35,63,0,34,62,0,72,78,0,26,51,20,26,29,25,75,60,0,47,79,26,24,55,54,80,75,88,91,48,87,86,78,48,96,71,45,71,87,81,48,50,100,83,71,99,87,99,45,55,41,77,41,81,100,100,40,63,47,28,80,52,36,81,94,95,41,52,35,31,28,62,20,40,50,34,78,32,14,14,0,31,56,81,24,44,61,54,22,97,34,62,65,84,81,47,71,75
Harry Thomas,Hampton & Richmond,2097,Right Centre Back,Left Centre Back,England,20.0,185.0,0,0,37,68,24,0,30,72,0,23,0,33,24,0,35,25,0,0,0,0,30,20,17,28,40,16,91,13,0,73,84,51,44,96,93,25,23,74,91,15,34,99,38,40,76,32,34,76,32,74,81,90,3,27,23,88,40,98,10,17,11,20,5,59,5,100,58,14,63,54,9,95,86,34,21,53,15,49,12,12,26,80,82,22,21,19,51,49,35,24,66,100,0,0,51,92,9,10,85,16,27,88,78,8,16,8,79,70
Harry Thomas Barbrook,Chelmsford City,2857,Left Back,Left Wing Back,England,21.0,181.0,51,52,63,80,48,55,78,47,0,74,0,47,52,0,40,42,0,83,83,34,55,47,13,32,35,31,70,55,0,41,69,45,47,74,74,38,27,57,84,36,78,91,54,45,81,60,50,82,52,70,82,89,100,41,46,94,67,99,35,35,36,48,27,49,100,100,37,22,42,79,29,74,47,57,18,33,46,48,43,37,20,64,53,43,58,48,77,65,59,55,0,22,61,71,70,89,8,32,73,19,59,59,61,38,48,44,58,62
Harry Tustin,Salisbury,807,Right Defensive Midfielder,Right Centre Midfielder,England,19.0,170.0,0,0,13,16,14,0,0,56,0,0,92,69,69,94,75,78,0,0,0,69,44,40,91,16,22,0,100,34,0,37,73,41,42,69,71,88,78,32,97,55,91,88,93,72,73,90,71,50,8,29,24,48,100,87,81,99,96,100,55,67,52,93,50,66,100,100,25,14,15,57,17,64,19,76,17,42,52,45,7,13,7,50,36,38,24,27,0,45,13,11,0,100,0,0,34,72,27,42,71,38,32,21,29,84,98,60,27,56
Harvey Broad,Dagenham & Redbridge,1466,Left Wing Back,Left Back,England,20.0,,67,69,59,74,46,84,38,37,0,61,88,79,82,91,78,80,0,85,84,79,65,58,89,32,24,45,10,13,93,60,54,68,69,78,75,53,47,83,71,33,58,65,86,78,91,83,77,57,89,64,33,48,12,50,45,76,28,58,32,38,35,34,57,42,100,100,36,6,37,85,11,79,51,66,16,67,63,50,44,54,21,57,47,63,73,75,75,94,68,68,0,7,93,93,76,86,5,70,25,26,96,62,71,13,12,66,49,55
Harvey Frederick Sutcliffe,Spennymoor Town,393,Right Back,Left Back,England,22.0,193.0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,35,39,34,68,17,0,31,70,75,49,79,73,57,38,65,86,19,64,96,99,96,99,80,65,70,92,89,81,45,100,43,22,82,19,0,13,26,19,26,46,100,100,100,43,1,51,33,1,85,86,25,1,8,40,46,2,2,24,71,87,38,53,45,74,0,11,13,0,100,0,0,0,93,2,59,78,11,72,83,81,3,99,42,56,92
Harvey Gregson,Marine,1197,Right Defensive Midfielder,Right Centre Midfielder,England,23.0,183.0,0,0,52,33,58,0,27,31,0,27,61,52,44,64,56,49,0,0,0,37,49,51,24,32,22,45,8,82,0,32,54,54,37,73,62,71,56,65,89,59,99,97,36,41,85,21,24,46,21,81,52,84,100,75,49,97,60,99,63,73,67,62,63,78,100,100,22,6,20,53,24,71,21,94,14,60,52,31,47,39,8,38,85,27,35,33,58,65,63,55,62,19,44,21,74,65,27,57,32,70,62,31,50,67,66,76,35,55
Harvey Lintott,Eastbourne Borough,1547,Right Back,Right Wing Back,England,23.0,189.0,0,0,18,17,22,0,17,50,0,23,55,35,39,58,38,43,0,0,0,32,21,29,62,31,31,34,52,26,0,56,73,37,33,67,66,26,17,76,20,37,47,48,32,30,70,37,30,73,19,75,78,55,100,28,37,40,31,65,39,35,46,34,46,44,100,100,31,1,59,3,8,72,82,32,7,67,55,63,6,6,16,63,80,42,59,65,55,31,33,40,55,3,83,33,35,94,2,43,90,7,62,86,83,24,74,33,84,89
Harvey Smith,Chorley,1791,Left Centre Back,Right Centre Back,England,27.0,185.0,47,48,46,58,38,55,80,65,0,32,51,60,32,54,65,35,0,0,0,45,50,33,35,24,28,22,81,8,0,67,78,46,48,94,95,10,12,95,62,13,26,97,30,33,93,23,30,64,40,88,80,94,16,10,9,54,20,92,18,14,20,23,24,51,100,100,32,7,44,71,10,95,59,80,15,59,21,20,25,24,6,69,67,16,36,33,62,69,69,62,0,65,28,16,74,94,5,18,85,16,23,85,83,15,34,41,79,84
Harvey Walker,Slough Town FC,1598,Left Wing Back,Left Wing,England,24.0,176.0,49,50,39,54,33,69,84,40,0,59,0,76,73,0,80,75,0,73,76,32,56,49,10,76,72,79,30,50,0,5,23,23,19,45,40,73,66,47,90,50,54,54,76,46,76,65,38,18,38,50,16,25,100,69,54,98,62,99,47,57,53,53,40,19,4,100,20,1,29,75,8,45,44,61,3,45,65,70,13,20,24,17,99,31,58,52,74,30,22,26,0,2,85,24,34,74,17,55,37,46,76,62,56,30,49,26,59,56
Hayden Bullas,Enfield Town FC,2657,Right Centre Midfielder,Right Defensive Midfielder,England,20.0,,62,64,65,74,53,69,21,39,0,60,0,60,62,0,65,67,0,61,62,45,60,54,15,42,57,26,88,60,0,49,55,56,31,46,30,80,72,53,93,58,96,84,52,50,61,23,23,72,21,53,24,45,100,85,42,99,89,99,53,63,49,82,47,69,100,100,33,34,29,56,21,47,34,76,46,63,60,55,37,46,23,54,70,65,74,87,0,62,57,63,59,35,74,82,70,69,11,79,51,52,52,45,44,20,14,36,35,23
Hayden Carson,Chester,920,Left Centre Back,Left Back,England,20.0,,0,0,20,95,9,0,0,100,0,0,0,16,12,0,17,13,0,0,0,0,12,8,37,10,13,0,100,10,0,88,100,49,45,77,75,11,11,77,46,8,15,97,14,25,39,10,20,83,10,80,55,42,100,13,9,71,9,84,6,11,11,13,21,17,100,100,56,31,68,81,23,77,82,17,40,58,13,28,41,27,25,91,73,13,14,16,0,0,10,8,0,100,0,0,31,91,9,23,92,6,46,89,87,22,65,45,87,90
Hayden Muller,Salisbury,629,Left Centre Back,Right Centre Back,England,24.0,193.0,0,0,10,8,11,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,6,7,50,0,0,0,0,38,0,71,73,68,84,86,92,15,17,92,85,21,16,94,40,53,83,51,73,91,70,77,84,75,100,17,29,80,27,96,17,15,14,25,21,100,100,100,77,53,78,18,33,86,86,48,19,9,16,82,38,25,61,83,87,32,0,0,0,0,12,8,0,0,0,0,0,76,51,17,77,34,19,86,86,22,55,56,83,89
Henry Hawkins,Enfield Town FC,2340,Left Centre Back,Centre Back,England,22.0,,73,75,61,80,45,92,39,60,0,59,62,39,25,65,41,26,0,0,0,69,50,33,89,11,14,0,100,15,0,87,92,47,30,97,86,24,26,88,91,9,22,94,41,39,51,20,21,64,47,55,72,91,100,25,10,91,24,85,7,11,7,14,4,15,100,100,25,5,46,76,13,96,64,67,10,53,17,21,21,22,3,84,31,14,33,33,50,66,63,56,0,66,26,41,65,96,3,14,91,7,36,84,77,12,63,19,75,82
Henry Hearn,AFC Hornchurch,1528,Centre Forward,Left Centre Forward,England,21.0,,96,95,98,97,92,83,96,2,28,97,93,69,55,95,75,61,0,0,0,97,98,84,79,48,43,56,29,68,92,14,27,10,10,10,11,66,37,0,65,99,33,2,21,14,79,19,13,22,21,86,22,72,100,69,64,95,87,99,99,96,99,96,94,63,100,100,2,21,2,60,44,0,3,95,34,65,98,5,89,93,4,18,83,35,21,23,0,96,98,97,0,100,39,27,97,6,29,98,7,40,98,1,0,94,95,34,2,1
Henry Ochieng,Slough Town FC,877,Right Defensive Midfielder,Left Defensive Midfielder,Kenya,27.0,179.0,0,0,22,13,33,0,0,52,0,0,0,13,27,0,14,29,0,0,0,0,12,27,37,32,36,32,68,81,0,58,66,47,32,47,40,47,45,80,95,39,95,90,85,66,98,62,43,86,81,85,29,32,5,46,30,99,59,99,32,36,34,40,22,36,100,100,31,42,35,69,33,42,39,71,63,77,31,42,27,21,14,60,82,29,43,41,62,0,10,12,0,100,0,0,0,78,18,45,66,65,16,69,47,74,83,7,76,59
Henry Sady,Chippenham Town,945,Left Midfielder,Right Midfielder,England,18.0,,78,80,67,63,61,84,80,31,0,60,0,70,55,0,69,54,0,82,74,64,65,56,42,48,52,46,59,90,96,26,37,14,19,22,30,74,52,0,83,76,40,20,29,19,32,45,28,84,24,52,3,14,100,82,94,95,94,99,70,74,64,89,47,71,100,100,30,27,34,49,44,21,33,88,52,80,72,43,54,58,26,41,78,66,75,76,77,60,67,67,95,100,0,0,81,25,50,81,15,87,67,47,31,50,97,15,48,53
Henry Sandat,AFC Hornchurch,1333,Left Wing,Left Midfielder,England,21.0,,90,88,94,70,98,55,47,8,99,95,79,71,70,83,76,78,0,0,0,87,92,95,31,67,44,83,4,99,93,5,22,55,42,39,38,72,72,0,86,74,76,49,53,50,75,44,39,46,36,64,4,25,100,75,52,98,73,99,75,79,74,75,66,11,100,100,21,14,25,6,34,45,23,93,33,77,83,43,74,89,35,31,94,60,55,55,67,51,89,88,59,69,57,72,75,56,26,72,27,67,70,40,39,77,76,35,48,45
Hisham Kasimu,AFC Totton,352,Left Wing,Left Centre Forward,France,28.0,175.0,96,97,96,98,77,97,96,4,0,88,0,59,81,0,64,90,0,0,0,93,94,80,75,55,58,55,52,33,0,26,26,23,18,13,20,84,50,0,90,88,62,19,65,38,70,77,46,46,16,52,6,29,100,86,90,99,97,100,86,93,85,99,100,24,100,100,1,7,2,75,100,1,0,89,7,26,99,0,36,72,4,11,97,33,27,29,0,90,96,94,0,100,89,100,98,5,63,92,0,85,93,0,0,99,99,60,0,2
I.Murray,Chester,1701,Left Centre Midfielder,Centre Attacking Midfielder,Wales,25.0,,47,49,67,42,71,36,20,27,0,51,52,52,57,55,55,60,0,71,67,46,59,65,18,48,53,45,62,90,91,11,49,10,9,32,39,88,78,35,96,71,99,92,58,27,80,69,33,61,35,66,7,30,100,92,85,99,99,100,68,83,65,96,37,68,100,100,32,15,15,20,4,19,26,65,35,77,72,57,65,56,26,53,76,64,44,42,63,64,51,46,0,50,45,16,51,49,28,77,55,34,67,24,7,26,61,14,16,7
I.Williams,Hemel Hempstead Town,1484,Centre Attacking Midfielder,Left Centre Midfielder,England,23.0,,83,85,81,86,68,87,63,18,0,75,55,71,56,59,76,63,0,0,0,78,77,62,64,67,75,57,69,78,0,5,19,36,37,15,14,96,83,43,96,87,89,60,63,45,71,62,45,3,4,55,13,49,100,95,87,99,99,99,85,97,85,99,74,15,100,3,15,6,14,64,29,21,11,89,7,32,78,32,74,71,16,20,84,47,48,55,0,85,83,81,0,100,39,19,88,58,43,50,34,90,38,20,25,75,49,57,22,22
Ilani Edwards,Hereford FC,862,Centre Attacking Midfielder,Right Centre Midfielder,England,20.0,,63,65,91,64,96,36,72,2,0,91,71,47,60,75,51,67,0,0,0,67,84,92,5,87,88,83,48,25,0,5,26,28,34,39,38,74,55,72,78,72,83,41,44,31,17,39,32,75,13,18,26,45,100,81,55,95,95,99,73,75,66,95,63,68,100,100,10,41,21,65,83,35,14,80,23,20,75,45,43,62,22,31,98,51,55,64,0,43,80,78,0,100,70,93,63,38,22,90,48,37,73,23,12,97,99,24,37,47
Isaac Buckley-Ricketts,Macclesfield Town,1266,Right Wing,Right Midfielder,England,28.0,178.0,87,89,92,95,75,84,71,17,0,91,59,89,79,63,93,87,0,0,0,83,94,77,8,80,71,87,17,86,0,5,17,14,20,22,26,59,58,28,91,77,87,51,61,31,39,71,42,60,7,28,38,50,100,61,75,98,70,99,74,71,76,73,66,79,100,100,25,41,15,27,61,12,14,77,33,33,93,42,55,86,41,25,91,80,74,86,0,52,83,86,82,54,59,16,66,19,28,95,21,20,98,13,11,77,89,47,14,19
Isaac James Millar Pitblado,Eastbourne Borough,1669,Left Back,Left Wing Back,Scotland,24.0,169.0,48,49,19,24,20,84,17,66,0,18,72,86,78,56,75,56,93,94,91,59,58,47,52,21,22,23,68,5,0,56,75,39,33,73,75,51,43,69,78,32,45,63,59,44,84,60,42,82,81,69,55,50,100,54,57,94,65,99,27,36,30,50,32,84,4,100,37,3,69,86,11,75,88,26,16,86,59,56,22,24,19,63,2,46,89,74,93,30,21,35,0,43,78,41,22,91,5,45,79,9,82,88,80,11,35,14,81,80
Isaac Philpot,Horsham FC,2304,Left Centre Back,Right Centre Back,England,31.0,190.0,0,0,10,79,8,0,0,100,0,0,0,19,20,0,20,21,0,0,0,0,9,8,43,17,20,15,88,13,0,78,87,34,32,92,94,14,11,77,65,10,9,82,37,30,98,38,31,84,16,92,57,67,100,15,16,72,21,77,7,11,9,18,12,63,100,100,73,79,69,47,68,91,63,23,35,9,9,25,44,29,58,84,26,19,31,22,69,26,20,14,47,65,39,95,54,64,59,28,81,19,33,71,78,43,37,69,71,78
Isaac Westendorf,Oxford City,1146,Centre Forward,Right Centre Forward,England,25.0,173.0,82,85,87,82,81,71,96,3,0,95,97,95,74,98,97,83,0,0,0,94,93,80,87,47,59,34,82,66,95,12,23,8,7,31,25,94,81,0,78,93,30,10,46,22,89,38,18,2,0,80,7,61,100,94,76,97,94,99,92,98,89,95,68,7,100,100,4,18,0,26,0,12,0,98,57,93,98,18,18,72,11,12,97,43,45,51,0,76,84,81,63,61,45,81,87,5,60,93,3,55,96,0,0,89,98,60,0,6
J.Abbey,Alfreton Town,543,Centre Attacking Midfielder,Right Centre Midfielder,Netherlands,24.0,191.0,90,92,74,50,78,87,41,20,0,67,0,31,38,0,33,41,0,0,0,81,59,64,94,46,52,42,68,36,0,39,34,38,21,45,37,39,17,36,60,79,75,58,7,14,17,7,9,43,70,91,16,25,100,47,20,94,64,94,83,65,78,59,49,100,100,100,11,21,19,62,54,34,19,93,24,45,71,11,38,33,10,28,35,40,51,35,79,0,70,64,0,100,0,0,64,44,33,77,39,17,97,19,2,24,39,9,11,1
J.Alves,Bath City,1148,Right Midfielder,Right Wing,England,26.0,,56,57,60,30,70,42,39,20,0,56,0,63,51,0,52,45,0,88,80,38,58,62,12,75,70,79,29,63,95,10,29,12,10,50,41,49,36,71,74,52,63,44,35,20,54,13,10,43,49,63,60,56,100,52,24,91,44,98,49,50,55,52,73,14,100,100,11,6,8,79,0,48,22,91,31,90,79,36,20,28,16,27,94,40,49,45,69,55,59,55,0,100,45,14,75,62,24,66,47,35,76,43,43,4,1,38,12,5
J.Bartolo,Chesham United FC,305,Centre Forward,Right Centre Forward,Gibraltar,20.0,184.0,88,90,99,98,93,69,55,2,0,97,0,37,27,0,39,28,0,0,0,78,98,77,0,85,93,60,83,55,0,1,5,53,65,14,8,99,76,0,90,99,45,2,50,47,100,49,55,52,100,100,0,0,100,99,99,99,99,100,97,99,94,100,91,100,100,100,0,63,9,24,17,1,14,89,89,88,90,19,74,77,15,3,99,22,48,54,0,0,80,77,0,100,0,0,0,19,49,86,19,77,72,24,0,17,94,3,14,3
J.Brivio,Horsham FC,2353,Left Centre Back,Right Centre Back,England,33.0,,43,44,45,89,21,69,95,73,0,66,0,33,34,0,35,36,0,0,0,27,35,25,28,25,31,20,87,15,0,68,72,19,21,88,89,22,35,91,86,22,26,93,43,26,73,46,29,84,62,70,56,80,100,24,26,87,46,98,27,24,24,27,10,100,100,6,79,66,76,47,55,89,76,36,55,37,13,40,41,37,66,79,49,25,27,30,0,36,32,26,47,61,26,93,26,73,50,23,73,25,45,75,78,40,15,56,75,69
J.Butler,Marine,421,Right Centre Back,,England,26.0,,0,0,36,30,41,0,55,100,0,42,91,18,34,93,19,36,0,0,0,67,21,35,95,0,0,0,0,15,0,81,86,92,78,94,86,25,25,99,94,16,22,91,51,83,88,31,56,74,92,78,66,72,1,26,9,90,22,93,15,25,25,20,14,34,100,100,15,2,47,73,5,94,76,29,7,55,13,14,14,33,0,76,3,10,24,26,0,0,44,35,0,100,0,0,0,98,0,14,93,6,0,92,91,5,2,14,91,85
J.Gilbert,Maidstone United,2450,Centre Attacking Midfielder,Right Wing Back,England,25.0,181.0,84,87,92,89,83,74,71,17,0,91,73,87,83,76,86,77,0,87,87,84,93,85,12,37,38,39,52,19,0,28,37,32,31,32,27,97,94,58,97,87,78,38,77,51,83,69,47,16,36,57,11,42,100,97,93,99,99,100,86,98,84,99,69,24,100,100,24,4,27,60,3,36,49,79,15,72,98,26,68,85,16,36,83,74,79,64,87,78,83,82,74,23,83,33,89,33,28,89,16,39,95,60,60,12,20,39,45,46
J.Hedges,Salisbury,2189,Left Wing,Right Wing,England,22.0,,79,77,83,50,93,46,62,7,99,87,76,96,98,67,91,96,91,96,96,77,91,98,5,83,86,77,56,47,89,3,19,10,9,32,34,45,25,34,66,85,80,43,15,11,25,15,11,82,13,70,18,30,19,55,61,92,82,99,84,77,84,88,77,76,100,100,28,2,38,27,5,27,67,62,9,76,96,58,48,76,41,31,93,65,94,88,94,93,82,85,64,58,86,52,90,56,55,42,49,49,58,68,48,11,46,8,54,45
J.Hicks,Weston-super-Mare AFC,813,Right Defensive Midfielder,Centre Attacking Midfielder,England,20.0,,0,0,60,57,56,0,12,32,0,17,73,75,48,76,80,53,0,0,0,47,64,51,13,46,58,33,83,21,97,17,50,63,49,63,58,83,73,59,96,61,90,86,69,64,25,47,44,50,24,11,28,51,100,85,76,99,99,100,62,69,55,98,55,66,100,100,36,28,17,44,9,62,21,81,45,69,63,44,36,43,17,40,77,51,57,66,0,45,48,51,74,100,52,61,52,35,62,64,38,51,71,31,34,58,17,45,32,16
J.Johnston,Buxton,1331,Right Wing,Centre Forward,England,22.0,,52,54,85,78,80,36,20,4,0,73,80,80,40,83,84,39,0,71,70,66,85,67,4,78,66,87,12,74,93,4,12,13,15,13,18,37,22,0,28,94,40,7,18,14,99,32,20,31,96,94,15,34,100,40,55,73,37,98,91,71,89,52,92,21,100,100,0,4,3,50,5,3,7,90,11,59,94,10,25,57,9,13,99,22,41,41,57,84,78,73,0,61,63,34,83,17,45,89,10,57,92,12,15,71,19,59,12,5
J.Keeya,Salisbury,2590,Left Defensive Midfielder,Right Centre Midfielder,Republic of Ireland,22.0,,63,65,52,19,68,52,50,34,0,52,0,55,59,0,56,64,0,75,62,46,51,62,36,67,74,55,71,65,87,12,35,38,39,65,68,74,60,18,92,53,95,94,87,64,87,90,70,40,61,55,40,60,22,70,80,98,95,99,52,59,54,80,28,55,100,100,67,50,30,28,36,63,30,87,54,55,50,68,40,37,66,48,15,67,43,47,49,43,44,42,60,50,42,61,46,48,40,67,36,80,47,27,23,49,68,35,25,26
J.Maskell,Darlington,1951,Right Centre Forward,Centre Forward,England,21.0,178.0,95,96,97,91,94,84,89,10,0,98,50,70,56,53,76,63,0,0,0,93,96,88,42,42,45,41,58,63,0,25,27,15,15,44,48,52,15,62,40,94,69,23,12,12,99,11,11,14,70,95,60,97,100,55,64,71,92,99,97,88,96,97,86,72,100,100,24,3,6,12,3,39,11,97,9,56,87,20,95,96,11,26,23,54,48,55,0,92,97,96,68,72,42,27,94,47,22,84,28,49,82,9,18,35,24,75,4,8
J.Meddows,AFC Telford United,1903,Right Wing,Left Back,England,23.0,180.0,82,85,74,66,69,83,89,28,0,75,96,88,76,97,92,82,0,61,66,93,79,70,97,62,70,52,71,24,0,20,44,37,33,51,53,87,89,48,97,59,73,48,94,71,57,91,69,65,28,15,20,16,100,87,86,99,87,99,57,76,62,82,51,54,100,100,45,50,25,78,10,44,38,57,90,96,65,53,81,84,50,46,66,75,66,65,74,82,72,70,50,34,67,48,92,54,13,89,34,19,96,45,33,12,38,20,28,26
J.Poffley,Chippenham Town,716,Left Centre Back,Right Centre Back,England,20.0,,68,70,65,99,16,99,94,100,0,69,0,0,0,0,0,0,0,0,0,51,43,9,68,17,24,0,100,19,0,86,90,18,26,86,81,18,19,81,41,12,9,66,39,24,73,45,31,79,10,72,76,81,100,20,25,42,46,47,13,24,27,28,11,25,100,100,45,78,38,5,52,82,40,35,39,12,7,2,46,31,25,100,18,6,0,0,0,48,26,15,0,0,0,0,37,58,84,18,70,15,76,63,47,56,95,13,66,67
J.Sommerton,Salisbury,2326,Left Back,Left Centre Back,England,25.0,,43,44,48,84,27,60,67,69,0,61,47,55,50,50,59,53,0,69,64,38,49,37,26,49,51,49,53,56,0,50,68,49,62,82,85,26,19,86,81,23,46,96,66,54,94,78,70,87,70,80,80,85,20,26,39,81,34,93,21,25,24,30,27,100,100,100,73,40,38,86,13,85,46,53,15,11,29,58,65,62,62,71,82,46,59,61,64,26,33,39,0,16,64,93,19,83,11,48,66,24,63,49,75,20,15,90,39,64
J.White,Hemel Hempstead Town,2299,Left Defensive Midfielder,Centre Attacking Midfielder,England,27.0,,74,57,65,77,51,60,54,45,34,66,84,54,46,87,58,48,0,63,64,70,58,47,83,28,37,20,88,49,88,33,66,41,43,55,55,37,30,70,66,69,99,97,37,34,75,38,36,68,50,75,45,57,100,40,45,83,85,99,74,55,72,77,46,39,100,100,44,25,32,66,12,55,44,78,40,68,59,40,44,50,27,56,29,64,61,65,65,67,58,57,47,69,45,61,66,69,22,57,56,41,56,57,52,30,48,27,53,50
Jack Bainbridge,Chester,2182,Centre Defensive Midfielder,Left Defensive Midfielder,England,28.0,183.0,0,0,72,71,63,0,68,26,0,65,0,42,59,0,46,66,0,0,0,0,60,59,3,35,36,39,48,52,0,57,55,36,32,67,68,49,50,66,92,46,91,96,69,48,78,70,48,65,42,57,84,71,100,49,46,99,74,99,50,46,51,65,43,47,100,6,30,31,8,66,2,61,17,72,36,52,49,27,67,65,10,49,69,33,37,41,0,37,63,57,0,69,33,100,50,76,17,53,48,64,47,24,27,40,83,48,20,35
Jack Barham,Chelmsford City,1018,Centre Forward,Left Wing,England,30.0,177.0,59,60,83,78,77,42,64,10,0,81,0,53,57,0,58,64,0,0,0,41,75,69,2,42,43,44,52,34,0,30,28,52,50,45,40,31,23,0,18,85,61,20,34,38,85,45,43,29,70,82,50,95,100,30,38,26,34,79,90,61,88,44,77,74,100,100,12,0,13,12,1,43,25,95,2,73,99,17,51,46,5,23,87,38,54,62,0,80,74,72,0,21,78,23,84,61,36,53,22,53,85,55,34,12,1,10,39,2
Jack Bateson,Hemel Hempstead Town,1630,Right Centre Back,Left Centre Back,England,21.0,,0,0,37,77,20,0,55,68,0,41,53,35,25,56,37,27,0,0,0,31,31,19,42,0,0,0,0,3,0,88,86,45,50,87,87,16,20,97,66,22,25,99,25,30,80,25,32,91,32,84,89,94,100,21,22,79,30,96,21,16,13,14,3,66,100,100,31,10,49,60,21,89,57,73,7,22,23,30,12,9,5,88,50,17,10,12,0,65,54,41,0,100,0,0,59,94,4,24,82,32,0,87,87,38,28,56,88,87
