Name,Team,Minutes,Primary Position,Secondary Position,Nationality,Age,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length
Harry Gardner,Hampton & Richmond,2396,Right Defensive Midfielder,Right Centre Midfielder,England,25,183,0.11,0.11,0.04,0.04,0.9,13,25,1,,0.1,0.15,0.11,1.13,0.08,0.08,0.64,0.08,0.04,0.49,0.26,0.15,2.03,0.11,1.09,0.68,0.41,62,1.24,0,1.58,1.09,1.05,0.95,1.5,1.19,21.64,10.74,0.01,7.14,40.74,4.92,10.93,2.22,3.27,66,1.72,2.67,1.16,40,1.16,46,1.16,0,18.26,14.38,5.41,5.22,1.69,42.7,6.57,36,3.31,63,0.23,0,0,30.09,62,3.08,10,34,2.33,8.15,17,69,7,54.23,3.38,0.14,0.2,24.27,93,5.47,6.05,1.47,0.64,0.83,0.08,0.79,1.43,0.08,23,0.38,21,0.26,26,64,10,22,71,7,24.53,19.32,0.83,91,-5.21,20.41,17.62
Harry Gibbs,AFC Hornchurch,3154,Left Centre Back,Left Back,England,28,,0.14,0.14,0.06,0.1,0.63,23,50,0,,0.14,0.09,0.05,0.54,0.06,0.03,0.46,0.03,0.02,0.09,0.23,0.11,1.17,0.12,0.29,0.26,0.03,90,0.51,0,0.4,0.31,1.71,1.67,9.19,8.8,8.56,3.85,0.06,5.11,23.74,2.4,18.38,0.94,2.65,61,0.93,2.6,0.63,42,0.6,72,3.94,0.06,7.02,6.59,2.48,1.43,0.46,29.5,1.11,16,0.66,46,0.03,0,0,37.07,58,5.79,22,42,10.73,12.41,16,57,0,40.41,4.22,0.43,0.45,20.97,98,5.11,4.19,0.63,0.37,0.26,0.14,1.77,2.14,0.09,9,0.06,4,0.2,46,51,3,42,49,9,30.08,24.16,0.88,95,-5.92,26.41,22.95
Harry Green,Scarborough Athletic,2371,Left Wing,Right Wing,England,24,178,0.08,0.08,0.21,0.09,2.31,3,21,3,,0.1,0.08,0.05,0.65,0.04,0.05,0.61,0.04,0,0.04,0.15,0.26,2.96,-0.11,3.38,1.82,1.56,54,1.82,0.08,2.69,3.45,0.34,0.35,0.42,0.48,14.42,6.76,0,4.52,54.67,5.69,8.46,0.87,1.21,45,0.68,1.03,0.95,26,1.06,36,1.06,0,12.6,10.84,3.72,3.53,1.1,56.62,7.48,59,2.92,83,0.15,0,0,29.41,61,2.16,11,46,1.37,3.76,24,58,-3,61.67,4.21,0.38,0.55,30.85,87,6.84,10.47,1.21,1.14,0.08,0.23,2.69,3.83,0.15,28,0.46,25,0.53,24,60,16,28,56,17,19.14,17.95,0.93,100,-1.2,17.86,18.03
Harry Hawkins,Alfreton Town,517,Left Defensive Midfielder,Left Centre Midfielder,England,20,,0,0,0.02,0.04,0.52,0,0,1,,0,0,0,0.17,0,0,0.17,0,0,0,0,0.02,0.7,-0.02,0.17,0.17,0,100,0.17,0,0.7,0.7,0.87,0.37,2.09,1.22,28.38,14.63,0.08,11.32,36.82,6.27,13.23,3.48,4.35,80,2.09,2.47,1.22,62,0.87,48,1.74,0,23.86,13.67,9.05,6.97,2.79,39.8,7.84,33,4.01,57,0.35,0,0,24.9,64,1.04,72,55,2.61,1.39,21,60,-4,47.67,1.04,0.05,0.05,9.93,100,4.84,3.83,0,0,0,0,0,0,0,,0,,0,31,59,10,9,82,9,18.14,17.57,1.03,110,-0.57,18.63,19.31
Harry Ibbitson,Chorley,1313,Right Centre Forward,Left Centre Forward,England,20,,0.27,0.27,0.31,0.16,1.99,14,38,3,,0.39,0.07,0.08,1.03,0,0.06,0.96,0.07,0.02,0.07,0.34,0.4,3.02,-0.06,0.75,0.48,0.27,64,1.65,0.07,2.6,2.6,0.14,0.08,0.41,0.19,27.69,11.79,0.02,6.58,66.34,3.7,4.94,0.62,0.75,53,0.6,0.68,0.75,11,0.55,28,2.81,0,26.32,18.69,6.31,7.61,2.13,67.01,21.39,81,6.72,88,0.07,0,0,17.14,56,0.41,16,50,0.62,0.62,39,53,-3,65.95,2.06,0.37,0.6,14.19,82,5.53,5.76,0.34,0.27,0.07,0.34,5.48,5.76,0,20,0.07,13,0.89,17,68,14,15,62,23,14.25,12.85,1,105,-1.4,14.2,13.52
Harry Lee,Salisbury,921,Left Back,Right Wing Back,England,19,,0,0,0.02,0.06,0.29,0,33,1,,0,0,0.11,0.68,0,0.1,0.59,0,0.01,0.1,0,0.13,0.98,-0.13,0.49,0.2,0.29,40,0.59,0,0.68,0.49,1.17,1.08,3.03,2.77,16.02,7.03,0.01,6.64,36.44,2.83,9.87,1.17,2.34,55,1.12,2.2,1.27,40,0.98,29,0.88,0,13.67,12.27,4.88,3.03,1.47,40.91,4.59,34,1.95,65,0.29,0,0,27.25,57,1.47,22,24,4,5.18,14,49,-8,50.41,3.71,0.19,0.28,19.24,95,6.13,5.18,0.68,0.49,0.2,0.29,1.66,2.15,0,14,0.2,14,0.29,45,46,9,40,51,9,22.84,21.74,0.81,79,-1.1,18.42,17.17
Harry Parsons,Chippenham Town,1197,Centre Attacking Midfielder,Right Centre Forward,England,23,185,0.53,0.3,0.19,0.08,2.48,12,27,4,100,0.22,0,0.05,0.83,0,0.05,0.83,0,0,0,0.3,0.24,3.31,0.06,0.83,0.53,0.3,64,0.83,0,2.78,2.93,0.23,0.27,0.08,0.01,19.7,8.35,0,4.44,57.37,5.41,7.67,1.05,1.28,52,0.96,1.23,1.65,13,0.98,23,0.75,0,16.99,16.09,3.68,6.16,1.43,57.81,10.83,64,5.41,88,0.15,0,0,23.23,69,0.9,29,57,0.53,1.13,28,80,11,61.94,2.11,0.44,0.52,21.58,85,3.83,8.95,0.9,0.9,0,0.45,4.06,4.96,0,8,0.08,33,0.83,17,69,14,14,67,18,18.23,17.23,0.94,101,-1,17.15,17.39
Harry Perritt,Alfreton Town,2332,Right Back,Right Wing Back,England,25,185,0,0,0.03,0.08,0.42,0,18,0,,0.01,0,0.02,0.27,0,0.02,0.23,0,0,0.04,0,0.05,0.69,-0.05,0.15,0.08,0.08,50,0.96,0,0.62,0.31,1.23,0.74,3.59,1.99,13.89,6.71,0.05,4.82,30.82,4.75,11.38,1.81,3.05,76,1.13,1.87,0.85,38,0.58,62,1.58,0.08,11.31,5.88,3.13,2.08,0.77,35.84,2.97,26,1.23,59,0.12,0,0,21.92,56,3.36,10,41,4.36,7.33,17,57,0,44.41,2.89,0.14,0.17,13.47,97,3.97,4.05,1.08,0.77,0.31,0.08,0.69,1.47,0,11,0.19,31,0.08,45,46,9,40,54,6,27.58,21.94,0.87,94,-5.63,24.12,20.64
Harry Phipps,Eastbourne Borough,1070,Centre Back,Right Centre Back,England,27,174,0.17,0.17,0.07,0.09,0.84,20,30,0,,0.04,0,0.01,0.25,0,0.01,0.25,0,0,0,0.17,0.08,1.09,0.09,0.17,0.08,0.08,50,0.25,0,0.42,0.25,1.35,1.31,5.55,6,15.74,8.25,0.06,7.4,25.31,2.19,18.18,2.44,3.79,91,2.63,3.95,1.01,67,0.25,62,4.96,0,12.29,13.04,5.3,2.61,1.35,30.13,1.94,16,0.59,23,0,0,0,41.06,70,5.3,16,51,6.31,9.68,15,63,-7,34.53,2.61,0.29,0.33,22.55,99,5.45,3.79,0.25,0.25,0,0.08,2.69,2.95,0.08,0,0,,0.5,39,58,3,47,49,4,26.65,18.47,0.9,109,-8.19,24.1,20.19
Harry Ransom,Worthing FC,3062,Left Centre Back,Centre Back,England,26,190,0.06,0.06,0.04,0.13,0.29,20,50,0,,0.06,0,0.02,0.21,0,0.02,0.21,0,0,0,0.06,0.05,0.5,0,0.03,0.03,0,100,0.32,0,0.24,0.09,1.18,1.86,5.97,8.76,7.29,2.97,0.07,4.2,24.3,1.59,14.67,0.85,2.03,73,1.3,3.16,0.59,27,0.32,75,4.14,0,5.85,8.62,2.38,1.85,0.82,30.48,1.15,20,0.68,37,0.06,0.03,0,58.4,83,6.17,39,56,7.46,9.58,12,70,-13,30.81,3.44,0.42,0.45,42.67,99,5.93,4.26,0.29,0.29,0,0.09,0.88,1.18,0.06,10,0.03,20,0.15,29,68,3,41,54,4,23.63,23.28,0.91,90,-0.35,21.4,20.85
Harry Sidwell,Dorking Wanderers FC,459,Centre Defensive Midfielder,Left Centre Midfielder,England,19,182,0,0,0.04,0.04,0.98,0,40,2,,0.02,0,0.03,0.2,0,0.03,0.2,0,0,0,0,0.07,1.18,-0.07,0.2,0,0.2,0,1.18,0,1.76,0.98,0.78,1.12,2.35,2.13,19.79,10.19,0.02,5.49,35.72,5.68,11.56,1.96,2.74,91,1.73,2.86,1.57,0,0.2,76,2.55,0,16.26,15.97,3.92,5.68,0.98,37.75,4.7,29,2.55,45,0.2,0,0,30.17,68,4.51,7,66,2.55,6.66,13,48,-21,47.5,3.33,0.25,0.3,21.75,92,4.04,6.47,0.78,0.59,0.2,0,0,0.59,0.2,25,0.2,100,0,35,56,9,27,70,3,24.3,17.03,0.99,105,-7.27,24.01,17.88
Harry Sidwell,Dagenham & Redbridge,1405,Centre Defensive Midfielder,Right Defensive Midfielder,England,19,182,0,0,0.03,0.04,0.77,0,42,1,,0.02,0,0.03,0.9,0,0.03,0.77,0,0,0.13,0,0.06,1.67,-0.06,0.45,0.32,0.13,71,1.28,0,0.96,0.38,0.58,0.47,1.6,1.42,21.14,9.99,0.06,6.41,39.29,4.93,11.28,2.11,2.69,85,1.89,2.36,0.9,62,0.38,48,1.28,0,18.13,15.32,5.32,4.29,1.41,41.95,5.96,33,2.76,64,0.06,0,0,30.43,79,2.56,11,65,2.05,3.52,22,83,4,49.65,3.46,0.3,0.34,24.03,95,4.19,6.21,0.64,0.32,0.32,0.06,0.38,0.7,0,30,0.26,40,0.06,21,68,11,16,77,6,21.56,19.14,0.98,102,-2.42,21.1,19.51
Harry Thomas,Hampton & Richmond,2097,Right Centre Back,Left Centre Back,England,20,185,0,0,0.04,0.1,0.39,0,22,0,,0.01,0,0.03,0.26,0,0.03,0.26,0,0,0,0,0.07,0.64,-0.07,0.51,0.47,0.04,92,0.39,0,0.39,0.26,1.12,0.9,6.78,5.82,11.41,5.06,0.04,6.39,25.31,2.53,15.53,1.24,2.36,73,1.03,1.92,0.82,33,0.47,63,3.56,0.13,9.35,7.93,3.52,2.27,0.82,29.04,1.29,14,0.64,28,0.13,0.04,0,36.18,66,3.43,17,36,7.47,8.88,13,59,-7,36.01,3.35,0.2,0.23,23.26,98,6,3.73,0.17,0.13,0.04,0.13,0.99,1.12,0.09,0,0,0,0.21,43,55,2,45,51,5,26.37,21.37,0.84,88,-5,22.15,18.78
Harry Thomas Barbrook,Chelmsford City,2857,Left Back,Left Wing Back,England,21,181,0.06,0.06,0.1,0.12,0.79,8,40,1,,0.15,0,0.05,0.72,0,0.04,0.5,0,0.02,0.22,0.06,0.15,1.51,-0.09,0.6,0.41,0.19,68,1.17,0,1.1,0.72,0.98,0.95,3.02,2.77,13.83,5.51,0.02,5.54,34.62,4.28,12.22,1.57,2.55,75,1.62,2.58,0.69,43,0.54,63,3.37,0,11.59,11.39,3.94,3.28,1.26,38.86,3.5,30,1.83,56,0.16,0,0,29.36,69,2.33,76,45,3.75,4.44,17,58,-11,50.91,3.28,0.33,0.37,21.29,96,5.04,6.49,0.79,0.5,0.28,0.22,1.95,2.46,0,36,0.31,36,0.41,39,54,7,35,53,12,21.24,18.7,0.92,96,-2.54,19.58,17.94
Harry Tustin,Salisbury,807,Right Defensive Midfielder,Right Centre Midfielder,England,19,170,0,0,0.01,0.04,0.22,0,0,1,,0,0.22,0.1,1,0.22,0.1,1,0,0,0,0.22,0.11,1.23,0.12,0.22,0.22,0,100,0.78,0,1.23,0.56,0.89,0.84,2.56,2.49,23.19,10.26,0.01,8.14,41.67,5.35,11.48,2.79,3.68,71,2.64,3.48,1.23,17,1.11,35,1.23,0,19.17,17.3,6.24,5.35,2.45,44.85,7.47,39,3.68,69,0.11,0,0,25.19,66,0.89,17,40,2.79,2.01,21,57,-9,52.35,3.12,0.16,0.24,15.27,93,4.61,5.91,0.22,0.22,0,0.11,0.33,0.56,0,0,0,0,0.11,29,62,9,34,60,6,17.42,15.62,0.98,112,-1.79,17.06,17.45
Harvey Broad,Dagenham & Redbridge,1466,Left Wing Back,Left Back,England,20,,0.12,0.12,0.08,0.11,0.74,17,25,1,,0.09,0.18,0.12,1.29,0.18,0.1,1.04,0,0.02,0.25,0.31,0.21,2.03,0.1,0.61,0.25,0.37,40,0.37,0.06,0.68,1.29,1.6,1.53,3.44,2.93,16.21,7.18,0.05,4.73,33.07,3.44,9.15,2.39,3.99,80,2.29,3.82,1.11,64,0.61,40,1.23,0.06,12.89,11.34,3.01,1.78,0.31,37.79,3.87,30,1.29,72,0.18,0,0,29.16,61,2.09,83,37,4.36,4.73,18,57,-4,55.58,3.38,0.33,0.46,21.55,95,4.88,8.47,1.17,0.92,0.25,0.61,2.58,3.5,0,53,0.92,52,0.49,36,50,14,17,57,26,21.6,20.11,0.87,86,-1.49,18.8,17.35
Harvey Frederick Sutcliffe,Spennymoor Town,393,Right Back,Left Back,England,22,193,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.46,0.23,67,0.46,0,1.38,0.69,1.83,0.99,3.67,2.72,16.73,6.42,0.03,5.73,27.02,3.67,13.52,3.9,5.73,94,2.19,3.18,0.92,67,0.23,63,1.15,0,11.92,7.7,3.21,1.38,0,30.29,2.29,19,0.92,67,0,0,0,31.4,54,2.75,12,26,5.27,8.94,11,35,-19,49.42,3.21,0.1,0.1,22.46,97,6.32,5.96,0.69,0.46,0.23,0,0.23,0.69,0,0,0,0,0,45,43,12,38,46,15,24.81,22.21,0.78,128,-2.61,19.4,28.34
Harvey Gregson,Marine,1197,Right Defensive Midfielder,Right Centre Midfielder,England,23,183,0,0,0.06,0.06,1.05,0,21,2,,0.01,0.08,0.06,0.6,0.08,0.06,0.6,0,0,0,0.08,0.13,1.65,-0.05,0.6,0.23,0.38,38,1.88,0,1.35,1.28,1.2,0.75,2.86,1.86,19.18,7.9,0.03,6.02,43.24,7.6,13.99,1.2,2.41,76,0.75,1.5,1.28,29,0.38,49,2.86,0,16.7,11.87,4.44,3.01,0.9,47.82,8.12,49,2.26,75,0.08,0,0,23.92,61,1.2,16,43,3.46,2.18,31,56,-5,52.23,2.41,0.34,0.38,15.87,91,6.2,4.66,0.38,0.3,0.08,0.23,2.18,2.48,0.08,40,0.15,18,0.45,27,62,12,19,68,13,18.49,17.53,0.96,99,-0.96,17.69,17.35
Harvey Lintott,Eastbourne Borough,1547,Right Back,Right Wing Back,England,23,189,0,0,0.02,0.04,0.35,0,17,1,,0.01,0.06,0.03,0.52,0.06,0.03,0.52,0,0,0,0.06,0.05,0.87,0.01,0.58,0.35,0.23,60,0.64,0,0.76,0.58,0.81,0.65,2.38,2.16,11.58,4.48,0.04,2.85,35.03,3.02,7.85,1.11,1.92,70,1.12,1.77,0.87,27,0.47,61,1.45,0,9.6,10.05,2.09,1.92,0.35,40.31,3.43,36,1.28,67,0.17,0,0,27.51,54,3.2,5,35,3.55,7.91,13,50,-4,53.1,4.01,0.15,0.17,19.49,96,5.91,6.34,0.81,0.76,0.06,0.06,0.93,1.69,0.06,64,0.64,23,0.12,47,44,9,54,33,13,25.6,22.55,0.9,100,-3.05,23.07,22.64
Harvey Smith,Chorley,1791,Left Centre Back,Right Centre Back,England,27,185,0.05,0.05,0.05,0.09,0.6,8,42,0,,0.02,0.05,0.08,0.4,0.05,0.08,0.4,0,0,0,0.1,0.13,1,-0.03,0.4,0.3,0.1,75,0.25,0,0.5,0.4,1,0.97,6.38,6.17,7.59,3.77,0.08,4.37,24.65,2.16,14.22,1.06,2.06,81,0.8,1.77,1,38,0.25,62,4.17,0.05,5.53,4.67,2.41,1.41,0.6,32.21,1.11,20,0.75,54,0.15,0,0,27.89,62,2.41,27,36,7.64,5.38,22,57,-5,38.32,1.86,0.26,0.31,14.77,97,5.43,2.76,0.4,0.3,0.1,0.25,2.71,3.01,0,13,0.05,14,0.45,46,50,4,45,51,4,25.28,22.61,0.88,93,-2.66,22.18,21.05
Harvey Walker,Slough Town FC,1598,Left Wing Back,Left Wing,England,24,176,0.06,0.06,0.04,0.08,0.51,11,44,1,,0.08,0,0.11,1.07,0,0.11,0.96,0,0,0.11,0.06,0.16,1.58,-0.1,2.08,1.07,1.01,51,1.07,0,2.65,2.99,0.51,0.37,1.13,0.89,19.55,8.84,0.02,6.25,39.85,3.27,8.28,2.08,2.59,73,1.73,2.1,1.86,37,0.79,31,0.68,0,15.72,12.54,4.79,3.1,1.07,42.61,6.2,39,1.97,64,0.28,0.06,0,22.98,53,1.69,58,35,1.75,4.17,17,45,-8,56.09,4.39,0.2,0.28,22.53,83,10.36,5.13,0.79,0.56,0.23,0.06,0.62,1.18,0,71,0.68,19,0.11,30,59,11,21,63,16,21.61,18.15,0.91,96,-3.46,19.69,17.44
Hayden Bullas,Enfield Town FC,2657,Right Centre Midfielder,Right Defensive Midfielder,England,20,,0.1,0.1,0.1,0.11,0.91,11,19,1,,0.08,0,0.08,0.88,0,0.08,0.85,0,0,0.03,0.1,0.18,1.8,-0.08,0.88,0.75,0.14,85,1.29,0,0.91,1.22,1.25,0.62,1.19,0.62,20.97,9.62,0.02,6.84,42.71,6.13,10.91,1.52,2.78,67,0.8,1.42,0.88,29,0.75,35,1.15,0,18.63,10.86,5.56,4.44,1.39,44.21,6.88,37,2.98,67,0.1,0,0,28.25,72,1.69,17,42,1.83,3.42,21,68,-5,54.61,3.62,0.31,0.42,22.09,94,5.53,8.64,1.22,1.22,0,0.2,1.83,3.05,0.07,28,0.47,41,0.41,28,56,16,25,64,11,19.84,16.94,0.89,87,-2.9,17.68,14.74
Hayden Carson,Chester,920,Left Centre Back,Left Back,England,20,,0,0,0.02,0.18,0.1,0,0,0,,0,0,0.01,0.1,0,0.01,0.1,0,0,0,0,0.03,0.2,-0.03,0.1,0.1,0,100,0.29,0,0.1,0,1.08,0.91,3.33,2.94,7.73,3.72,0.04,3.82,22.2,1.47,13.89,0.59,1.66,60,0.36,1.28,0.68,20,0.39,50,1.08,0,6.46,4.58,2.84,0.78,0.49,25.98,0.88,14,0.39,50,0.29,0,0,35.42,71,3.72,79,43,4.11,7.93,10,66,-6,35.21,2.25,0.32,0.32,22.89,100,5.64,2.15,0.1,0.1,0,0,0.2,0.29,0,0,0,0,0.1,41,55,5,68,23,9,26.53,24.06,0.9,99,-2.48,23.82,23.77
Hayden Muller,Salisbury,629,Left Centre Back,Right Centre Back,England,24,193,0,0,0,0.03,0.14,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,,0.86,0,0.43,0.57,1.57,2.16,4.58,5.57,9.15,4.43,0.07,5.58,27.75,1.57,13.01,1.29,2.86,75,1.41,3.57,0.43,50,0.43,64,2.29,0,7.43,8.9,3.15,1.72,0.71,31.93,1.14,15,0.86,50,0,0,0,43.04,77,4.58,9,46,5.58,8.86,15,58,-18,36.18,5.15,0.31,0.31,32.74,99,6.31,5.29,0,0,0,0,0.29,0.29,0,,0,0,0,30,66,3,38,59,3,25.46,23.49,0.9,97,-1.97,22.82,22.82
Henry Hawkins,Enfield Town FC,2340,Left Centre Back,Centre Back,England,22,,0.15,0.15,0.09,0.12,0.73,21,26,0,,0.08,0.08,0.04,0.27,0.08,0.04,0.27,0,0,0,0.23,0.13,1,0.1,0.12,0.12,0,100,0.42,0,0.12,0.08,1.04,0.6,7.19,4.35,11.35,5.35,0.06,6.42,22.35,1.96,12.81,1.31,2.35,64,0.73,1.34,1,41,0.73,58,3.65,0,9.08,4.97,3.73,1.62,0.5,26.95,0.85,9,0.42,26,0.31,0,0,25,60,2.5,69,38,7.92,5.81,19,53,-6,36.65,1.88,0.24,0.3,12.73,99,4.48,2.35,0.35,0.31,0.04,0.23,2.23,2.54,0,11,0.04,25,0.35,51,46,3,57,36,7,24.99,21.06,0.86,99,-3.93,21.6,20.76
Henry Hearn,AFC Hornchurch,1528,Centre Forward,Left Centre Forward,England,21,,0.47,0.41,0.5,0.2,2.53,16,58,6,50,0.47,0.24,0.1,0.77,0.24,0.1,0.77,0,0,0,0.65,0.59,3.3,0.05,1.06,0.53,0.53,50,1.47,0.06,2,2.77,0.18,0.16,0.18,0.18,18.26,6.36,0,4.48,69.88,2.47,3.42,0.82,1,74,0.7,0.86,1.77,29,0.29,34,2.12,0,15.73,14.16,4.12,4.3,1.41,70.89,13.72,87,3.95,92,0.12,0,0,14.37,69,0.29,19,50,0.24,0.53,33,64,-4,66.6,0.82,0.58,0.82,13.67,83,6.08,5.6,0.18,0.18,0,0.71,7.72,7.89,0,0,0.12,20,1.12,12,62,26,11,61,28,13.77,10.76,1,107,-3.01,13.78,11.51
Henry Ochieng,Slough Town FC,877,Right Defensive Midfielder,Left Defensive Midfielder,Kenya,27,179,0,0,0.02,0.04,0.51,0,0,1,,0,0,0.01,0.31,0,0.01,0.31,0,0,0,0,0.03,0.82,-0.03,0.62,0.41,0.21,67,1.85,0,0.72,0.82,1.03,0.64,1.23,0.89,15.2,6.98,0.04,7.19,35.75,5.85,11.91,2.36,3.39,88,1.66,2.3,0.62,57,0.31,38,0.82,0.1,12.32,9.05,4.93,2.98,1.13,37.93,3.59,29,1.54,52,0.21,0,0,27.31,74,1.95,24,46,1.64,3.8,20,72,-2,46.51,2.98,0.27,0.29,18.69,95,6.04,4.93,0.51,0.41,0.1,0,0.21,0.62,0,0,0,,0,31,59,10,31,67,2,22.46,17.24,0.97,102,-5.22,21.68,17.67
Henry Sady,Chippenham Town,945,Left Midfielder,Right Midfielder,England,18,,0.19,0.19,0.11,0.1,1.14,17,42,2,,0.09,0,0.1,0.76,0,0.08,0.67,0,0.01,0.1,0.19,0.21,1.9,-0.02,1.05,0.67,0.38,64,2.29,0.1,1.52,2.09,0.29,0.37,0.48,0.62,19.81,7.62,0,5.43,50.36,2.76,5.52,1.05,1.33,58,1.3,1.68,0.67,30,0.76,17,0.38,0,18.09,22.06,4.09,4.95,1.33,50.43,8.38,46,3.33,67,0.1,0,0,26.95,71,1.9,15,50,0.95,3.33,26,69,-1,58.48,3.05,0.37,0.48,23.42,91,5.83,8.76,1.24,0.95,0.29,0.19,2.48,3.43,0.29,0,0,0,0.57,17,66,17,14,72,14,20.01,15.76,0.94,109,-4.25,18.75,17.22
Henry Sandat,AFC Hornchurch,1333,Left Wing,Left Midfielder,England,21,,0.34,0.27,0.34,0.11,3.24,8,29,4,100,0.38,0.14,0.1,1.01,0.14,0.1,1.01,0,0,0,0.41,0.44,4.25,-0.04,1.69,0.54,1.15,32,3.78,0.07,2.57,3.11,1.22,0.85,0.95,0.83,19.45,9.59,0,5.74,49.45,4.19,7.97,1.55,2.77,72,1.28,2.13,1.28,36,0.61,18,0.68,0,16.61,12.26,4.79,3.51,1.28,52.36,8.98,54,2.7,77,0.34,0,0,23.29,66,1.49,6,47,1.76,2.36,30,64,-2,61.39,3.04,0.46,0.75,26.06,88,6.89,8.17,0.74,0.61,0.14,0.14,5.2,5.81,0.07,9,0.27,36,0.47,24,61,15,18,67,15,19.4,16.43,0.97,101,-2.97,18.78,16.56
Hisham Kasimu,AFC Totton,352,Left Wing,Left Centre Forward,France,28,175,0.51,0.51,0.39,0.22,1.79,29,57,5,,0.26,0,0.07,1.28,0,0.07,1.28,0,0,0,0.51,0.47,3.06,0.04,1.28,0.77,0.51,60,0.77,0,1.53,2.81,0.51,0.35,0.26,0.39,21.96,7.41,0,6.13,56.7,3.58,5.36,1.79,2.3,70,2.06,2.41,1.28,25,0.77,21,0.77,0,18.9,20.31,5.36,5.62,2.3,57.91,12.26,65,5.62,100,0.26,0,0,13.54,62,0.26,59,100,0.26,0.26,26,50,-12,71.9,0.26,0.31,0.57,13.28,79,7.38,5.36,0.26,0.26,0,0.51,6.64,6.9,0,0,0.77,100,1.28,11,68,21,5,71,24,11.41,9.6,1.1,126,-1.82,12.56,12.08
I.Murray,Chester,1701,Left Centre Midfielder,Centre Attacking Midfielder,Wales,25,,0.05,0.05,0.11,0.07,1.53,3,17,2,,0.06,0.05,0.06,0.79,0.05,0.06,0.74,0,0,0.05,0.11,0.17,2.33,-0.07,1.06,0.69,0.37,65,2.28,0.05,2.17,1.48,0.16,0.09,0.74,0.85,23.23,10.32,0.01,7.73,48.1,7.83,12.38,1.64,1.8,74,1.82,1.91,1.06,35,0.58,22,0.79,0,20.69,18.37,6.19,6.4,2.17,49.42,9.68,47,3.97,62,0.11,0,0,27.89,66,0.9,9,32,0.9,2.65,18,64,-2,58.56,3.7,0.42,0.47,23.39,94,5.76,8.57,0.53,0.42,0.11,0.21,1.53,1.96,0,20,0.16,14,0.21,22,62,16,27,59,14,17.69,13.29,0.9,98,-4.39,16,13.06
I.Williams,Hemel Hempstead Town,1484,Centre Attacking Midfielder,Left Centre Midfielder,England,23,,0.24,0.24,0.19,0.14,1.39,17,35,3,,0.15,0.06,0.1,0.79,0.06,0.1,0.79,0,0,0,0.3,0.29,2.18,0.01,1.7,1.15,0.55,68,1.76,0,2.61,3.27,0.79,0.74,0.3,0.26,26.98,11.09,0.01,7.58,56.3,5.09,8.79,1.76,2.55,71,1.65,2.39,2.79,8,0.73,28,1.27,0,22.43,19.04,6.12,6.73,1.88,57.51,14.43,64,5.46,81,0.3,0,0.06,20.73,61,0.85,21,45,0.97,1.21,26,51,-11,60.25,2.49,0.46,0.56,19.58,84,6.13,6.91,0.61,0.61,0,0.42,4.24,4.85,0,0,0.12,17,0.73,25,65,11,20,73,7,17.19,15.25,0.97,96,-1.95,16.62,14.66
